CÓD. ESCOLA,DEP. ADMIN.,LOC. ESCOLA,CÓD. MUN. PROVA,NOME MUN. PROVA,CÓDIGO UF,SIGLA UF,PRESENÇA EM CN,PRESENÇA EM CH,PRESENÇA EM LC,PRESENÇA EM MT,NOTA EM CN,NOTA EM CH,NOTA EM LC,NOTA EM MT,LÍNGUA ESTRANGEIRA,STATUS REDAÇÃO,NOTA COMP. 1 RED.,NOTA COMP. 2 RED.,NOTA COMP. 3 RED.,NOTA COMP. 4 RED.,NOTA COMP. 5 RED.,NOTA FINAL REDAÇÃO
32053070.0,4.0,1.0,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,570.0,572.6,599.4,762.5,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
32026480.0,2.0,2.0,3201159,Brejetuba,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,368.9,406.2,443.1,398.7,Inglês,Sem problemas,140.0,160.0,120.0,140.0,80.0,640.0
32038534.0,2.0,1.0,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,354.5,344.3,,Inglês,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,532.4,359.7,578.8,432.1,Inglês,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
32073330.0,2.0,1.0,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,465.7,558.1,549.8,411.6,Inglês,Sem problemas,120.0,120.0,40.0,120.0,40.0,440.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,577.7,609.3,608.8,464.6,Inglês,Sem problemas,140.0,200.0,140.0,140.0,120.0,740.0
32015070.0,2.0,1.0,3203502,Montanha,32,ES,Presente,Presente,Presente,Presente,388.2,527.0,586.9,481.0,Espanhol,Sem problemas,120.0,120.0,100.0,120.0,80.0,540.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,433.3,410.8,536.3,550.3,Inglês,Sem problemas,120.0,80.0,140.0,120.0,0.0,460.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,651.2,609.8,606.8,718.2,Espanhol,Sem problemas,160.0,200.0,200.0,200.0,200.0,960.0
32052618.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,444.5,461.9,548.3,603.2,Inglês,Sem problemas,120.0,120.0,80.0,160.0,120.0,600.0
32033486.0,1.0,2.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,597.2,631.8,574.4,654.1,Inglês,Sem problemas,160.0,200.0,200.0,200.0,200.0,960.0
32038488.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,403.7,352.9,488.3,442.2,Inglês,Sem problemas,140.0,200.0,140.0,180.0,180.0,840.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,450.8,535.8,542.0,552.6,Inglês,Sem problemas,160.0,180.0,140.0,200.0,160.0,840.0
32037368.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,457.3,488.6,493.5,382.7,Espanhol,Sem problemas,40.0,160.0,80.0,80.0,120.0,480.0
32035527.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,612.0,570.9,549.0,657.3,Inglês,Sem problemas,140.0,160.0,120.0,120.0,160.0,700.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,581.3,630.9,593.5,410.8,Inglês,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,503.5,513.1,529.3,444.0,Inglês,Sem problemas,120.0,120.0,80.0,120.0,60.0,500.0
32059868.0,2.0,2.0,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,385.8,344.6,477.1,524.6,Espanhol,Sem problemas,160.0,180.0,120.0,140.0,100.0,700.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,543.6,605.1,588.1,687.0,Inglês,Sem problemas,160.0,180.0,160.0,180.0,200.0,880.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,672.4,691.0,638.3,749.9,Inglês,Sem problemas,160.0,200.0,180.0,200.0,180.0,920.0
32075936.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,513.8,427.3,413.3,440.1,Inglês,Sem problemas,120.0,100.0,80.0,80.0,20.0,400.0
32034520.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,500.7,575.5,602.0,488.7,Inglês,Sem problemas,140.0,140.0,80.0,160.0,180.0,700.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32043660.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,455.9,576.6,569.2,506.1,Espanhol,Sem problemas,120.0,160.0,120.0,140.0,100.0,640.0
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,553.6,570.6,594.6,603.1,Inglês,Sem problemas,160.0,140.0,140.0,140.0,160.0,740.0
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,373.1,472.5,507.5,478.2,Inglês,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,431.7,416.0,428.2,429.1,Espanhol,Sem problemas,120.0,120.0,40.0,80.0,120.0,480.0
,,,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,412.4,464.4,539.2,609.7,Inglês,Sem problemas,100.0,140.0,80.0,100.0,160.0,580.0
,,,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,441.1,511.3,503.2,504.0,Espanhol,Sem problemas,140.0,120.0,160.0,180.0,180.0,780.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,442.9,428.3,520.2,449.1,Inglês,Texto insuficiente,0.0,0.0,0.0,0.0,0.0,0.0
,,,3202306,Guaçuí,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,478.3,591.5,525.8,515.2,Espanhol,Sem problemas,120.0,160.0,120.0,140.0,80.0,620.0
,,,3203908,Nova Venécia,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,594.8,591.8,561.4,703.7,Inglês,Sem problemas,160.0,160.0,160.0,180.0,160.0,820.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,502.3,388.5,370.4,449.4,Espanhol,Sem problemas,100.0,100.0,80.0,80.0,60.0,420.0
32038534.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,518.1,541.2,560.6,664.5,Inglês,Sem problemas,120.0,160.0,120.0,120.0,140.0,660.0
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,487.0,595.8,566.3,485.1,Inglês,Sem problemas,140.0,140.0,120.0,120.0,160.0,680.0
,,,3204559,Santa Maria de Jetibá,32,ES,Presente,Presente,Presente,Presente,529.5,360.2,485.4,436.1,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,140.0,620.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32029012.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,527.7,541.9,538.5,451.6,Inglês,Sem problemas,120.0,120.0,120.0,120.0,100.0,580.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,419.1,530.5,353.0,462.2,Inglês,Sem problemas,80.0,120.0,120.0,120.0,160.0,600.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,658.9,644.9,622.4,628.6,Inglês,Sem problemas,160.0,140.0,140.0,140.0,160.0,740.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32102003.0,1.0,1.0,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,534.6,476.7,504.4,467.1,Espanhol,Sem problemas,120.0,120.0,100.0,140.0,120.0,600.0
,,,3204559,Santa Maria de Jetibá,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,634.5,753.1,618.9,729.2,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,411.3,551.0,511.5,457.9,Espanhol,Sem problemas,100.0,120.0,120.0,120.0,100.0,560.0
32041446.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,603.6,643.0,614.0,625.4,Inglês,Sem problemas,120.0,200.0,120.0,120.0,180.0,740.0
,,,3203403,Mimoso do Sul,32,ES,Presente,Presente,Presente,Presente,407.2,447.6,517.7,443.6,Espanhol,Sem problemas,160.0,140.0,160.0,180.0,120.0,760.0
32010702.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,479.1,475.6,437.8,472.5,Inglês,Sem problemas,120.0,200.0,120.0,120.0,120.0,680.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32101856.0,1.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,490.8,562.4,569.8,674.6,Inglês,Sem problemas,160.0,180.0,180.0,200.0,180.0,900.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,479.4,461.6,496.5,485.9,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,100.0,620.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,452.4,557.6,568.0,463.7,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,140.0,620.0
32040040.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,640.6,548.8,593.1,692.8,Inglês,Sem problemas,140.0,160.0,120.0,160.0,200.0,780.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32040067.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,633.8,676.6,535.8,691.4,Inglês,Sem problemas,160.0,180.0,160.0,200.0,200.0,900.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,593.6,551.7,617.3,665.5,Inglês,Sem problemas,120.0,180.0,120.0,80.0,120.0,620.0
,,,3205002,Serra,32,ES,Faltou,Presente,Presente,Faltou,,489.8,508.7,,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,140.0,620.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,537.1,549.5,562.1,659.2,Inglês,Sem problemas,140.0,200.0,140.0,120.0,140.0,740.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,585.9,641.4,636.9,721.1,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
,,,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,413.8,482.5,513.7,450.7,Inglês,Sem problemas,120.0,140.0,120.0,160.0,120.0,660.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,545.0,556.8,545.8,567.7,Espanhol,Sem problemas,160.0,200.0,200.0,160.0,160.0,880.0
32038852.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,450.1,399.7,513.8,403.3,Espanhol,Sem problemas,120.0,120.0,100.0,80.0,100.0,520.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,513.5,475.4,486.6,502.4,Inglês,Sem problemas,100.0,160.0,120.0,120.0,100.0,600.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205101,Viana,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32018169.0,2.0,1.0,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,419.1,531.1,500.5,404.3,Inglês,Sem problemas,100.0,160.0,120.0,120.0,120.0,620.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,380.4,461.6,508.9,427.4,Espanhol,Sem problemas,120.0,120.0,100.0,120.0,60.0,520.0
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,424.2,404.2,501.6,484.1,Espanhol,Sem problemas,120.0,160.0,120.0,140.0,100.0,640.0
32020910.0,2.0,1.0,3204609,Santa Teresa,32,ES,Presente,Presente,Presente,Presente,445.6,447.9,502.5,504.2,Inglês,Sem problemas,80.0,160.0,100.0,140.0,140.0,620.0
32075936.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,395.6,344.8,459.9,392.0,Inglês,Sem problemas,100.0,120.0,80.0,60.0,0.0,360.0
,,,3204559,Santa Maria de Jetibá,32,ES,Presente,Presente,Presente,Presente,385.5,477.8,425.2,404.4,Inglês,Sem problemas,120.0,120.0,60.0,80.0,60.0,440.0
32060920.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,412.3,466.0,561.9,556.8,Espanhol,Sem problemas,100.0,160.0,120.0,160.0,180.0,720.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,513.1,539.3,520.7,375.5,Inglês,Sem problemas,100.0,120.0,120.0,120.0,20.0,480.0
32035039.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,522.5,583.0,598.3,615.3,Inglês,Sem problemas,120.0,120.0,120.0,140.0,160.0,660.0
,,,3200102,Afonso Cláudio,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,572.2,510.6,495.1,688.9,Espanhol,Sem problemas,120.0,160.0,120.0,160.0,160.0,720.0
32005105.0,2.0,1.0,3200904,Barra de São Francisco,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32073968.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,596.5,594.1,546.1,739.1,Inglês,Sem problemas,120.0,180.0,120.0,140.0,180.0,740.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204104,Pinheiros,32,ES,Presente,Presente,Presente,Presente,502.5,582.9,573.0,580.4,Inglês,Sem problemas,160.0,180.0,160.0,180.0,180.0,860.0
,,,3201308,Cariacica,32,ES,Faltou,Presente,Presente,Faltou,,544.2,550.9,,Espanhol,Sem problemas,120.0,180.0,120.0,140.0,140.0,700.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,372.8,507.6,412.5,477.0,Espanhol,Sem problemas,100.0,120.0,100.0,100.0,60.0,480.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,433.1,495.9,503.1,582.5,Inglês,Sem problemas,120.0,180.0,140.0,160.0,160.0,760.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,501.0,515.6,517.0,563.2,Espanhol,Sem problemas,120.0,160.0,120.0,160.0,140.0,700.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,591.4,642.4,603.8,699.8,Inglês,Sem problemas,140.0,180.0,160.0,160.0,160.0,800.0
32014791.0,4.0,2.0,3203502,Montanha,32,ES,Presente,Presente,Presente,Presente,421.0,508.1,500.8,451.1,Inglês,Sem problemas,120.0,140.0,120.0,140.0,120.0,640.0
32036523.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,554.5,541.9,553.5,502.0,Inglês,Sem problemas,120.0,100.0,100.0,100.0,0.0,420.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,542.1,542.3,605.7,542.1,Espanhol,Sem problemas,140.0,140.0,120.0,120.0,80.0,600.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,555.7,571.0,575.3,439.0,Inglês,Sem problemas,100.0,80.0,80.0,100.0,40.0,400.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,423.6,434.4,534.3,510.4,Espanhol,Sem problemas,100.0,60.0,60.0,100.0,60.0,380.0
32038488.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,477.9,488.6,498.1,540.0,Inglês,Sem problemas,140.0,160.0,120.0,160.0,100.0,680.0
32102003.0,1.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,497.9,508.6,541.6,502.7,Inglês,Sem problemas,120.0,140.0,100.0,140.0,140.0,640.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,408.4,452.4,524.8,416.3,Espanhol,Sem problemas,120.0,120.0,100.0,100.0,80.0,520.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,621.1,664.8,620.6,740.2,Inglês,Sem problemas,160.0,200.0,160.0,180.0,160.0,860.0
,,,3202306,Guaçuí,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,578.2,585.5,530.4,428.5,Espanhol,Sem problemas,120.0,120.0,120.0,100.0,20.0,480.0
32010729.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,424.1,388.0,423.4,420.7,Inglês,Sem problemas,120.0,120.0,100.0,120.0,40.0,500.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,547.9,476.5,562.8,666.9,Espanhol,Sem problemas,140.0,180.0,120.0,120.0,120.0,680.0
,,,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,460.4,430.0,479.2,435.6,Inglês,Sem problemas,120.0,80.0,80.0,60.0,80.0,420.0
,,,3204104,Pinheiros,32,ES,Presente,Presente,Presente,Presente,385.5,444.6,513.8,440.9,Inglês,Sem problemas,160.0,180.0,140.0,180.0,200.0,860.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,597.9,647.3,610.2,676.7,Espanhol,Sem problemas,160.0,180.0,180.0,180.0,140.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,607.4,649.4,645.5,719.2,Inglês,Sem problemas,160.0,200.0,160.0,200.0,180.0,900.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,544.0,604.3,590.8,609.9,Inglês,Sem problemas,160.0,180.0,160.0,160.0,120.0,780.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,534.1,544.4,532.0,546.0,Espanhol,Sem problemas,120.0,60.0,80.0,100.0,120.0,480.0
,,,3205010,Sooretama,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,547.9,672.3,642.1,715.8,Inglês,Sem problemas,140.0,180.0,160.0,160.0,200.0,840.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,532.5,597.3,581.3,682.5,Inglês,Sem problemas,140.0,160.0,160.0,180.0,160.0,800.0
32079338.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,381.6,437.1,404.0,398.1,Inglês,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,350.9,548.2,546.1,431.2,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
,,,3203403,Mimoso do Sul,32,ES,Presente,Presente,Presente,Presente,413.4,433.6,506.4,420.8,Espanhol,Sem problemas,120.0,160.0,80.0,80.0,80.0,520.0
60010914.0,2.0,1.0,3201159,Brejetuba,32,ES,Presente,Presente,Presente,Presente,353.1,449.7,523.5,525.8,Espanhol,Sem problemas,120.0,140.0,120.0,120.0,80.0,580.0
32019688.0,4.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,484.2,526.0,517.5,455.9,Inglês,Sem problemas,140.0,180.0,140.0,160.0,100.0,720.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32079931.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,570.2,560.4,581.0,586.8,Espanhol,Sem problemas,140.0,200.0,140.0,180.0,180.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,585.5,556.3,577.6,573.7,Inglês,Sem problemas,120.0,140.0,120.0,160.0,140.0,680.0
32082231.0,2.0,1.0,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,576.6,596.1,571.8,596.5,Inglês,Sem problemas,120.0,160.0,120.0,160.0,160.0,720.0
32010753.0,2.0,1.0,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32047720.0,2.0,1.0,3203007,Iúna,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,570.0,538.4,562.1,675.8,Espanhol,Sem problemas,140.0,160.0,160.0,180.0,160.0,800.0
32052316.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32078170.0,2.0,1.0,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,393.2,528.8,557.4,591.3,Inglês,Sem problemas,160.0,200.0,180.0,160.0,200.0,900.0
32021194.0,2.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,484.2,442.8,478.5,499.8,Inglês,Sem problemas,100.0,80.0,80.0,100.0,0.0,360.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,416.1,530.4,466.4,414.3,Inglês,Sem problemas,120.0,200.0,120.0,120.0,80.0,640.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32037368.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,432.3,489.4,585.1,642.2,Espanhol,Sem problemas,160.0,120.0,120.0,160.0,140.0,700.0
31074926.0,2.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,586.9,614.5,631.2,656.1,Inglês,Sem problemas,120.0,120.0,120.0,120.0,100.0,580.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,427.8,563.4,585.9,556.5,Inglês,Sem problemas,120.0,160.0,120.0,120.0,140.0,660.0
32015550.0,2.0,1.0,3204104,Pinheiros,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,603.5,639.6,620.2,634.3,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
32059965.0,2.0,1.0,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,445.6,409.6,488.8,642.6,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,160.0,680.0
32052618.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,406.9,425.1,471.6,501.1,Espanhol,Sem problemas,100.0,140.0,80.0,120.0,80.0,520.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,638.5,687.6,653.3,755.9,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
33139970.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,548.6,542.0,555.6,398.0,Inglês,Sem problemas,120.0,120.0,120.0,100.0,20.0,480.0
,,,3200904,Barra de São Francisco,32,ES,Presente,Presente,Presente,Presente,566.0,612.4,574.0,631.1,Inglês,Sem problemas,160.0,200.0,160.0,200.0,160.0,880.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,421.1,526.4,495.0,474.4,Inglês,Sem problemas,100.0,140.0,120.0,120.0,120.0,600.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,577.3,615.1,625.2,642.7,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200102,Afonso Cláudio,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32029012.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,473.3,504.9,576.0,417.8,Espanhol,Sem problemas,140.0,160.0,160.0,180.0,200.0,840.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,538.2,552.0,552.4,564.0,Inglês,Sem problemas,120.0,140.0,120.0,120.0,80.0,580.0
32065051.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,351.2,478.9,496.3,429.8,Inglês,Sem problemas,120.0,160.0,120.0,120.0,100.0,620.0
32041152.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,595.4,650.2,633.1,752.2,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,351.2,391.4,467.9,479.5,Inglês,Sem problemas,120.0,140.0,100.0,100.0,20.0,480.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,480.2,433.3,483.4,556.7,Inglês,Sem problemas,120.0,120.0,100.0,140.0,80.0,560.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
