CÓD. ESCOLA,DEP. ADMIN.,LOC. ESCOLA,CÓD. MUN. PROVA,NOME MUN. PROVA,CÓDIGO UF,SIGLA UF,PRESENÇA EM CN,PRESENÇA EM CH,PRESENÇA EM LC,PRESENÇA EM MT,NOTA EM CN,NOTA EM CH,NOTA EM LC,NOTA EM MT,LÍNGUA ESTRANGEIRA,STATUS REDAÇÃO,NOTA COMP. 1 RED.,NOTA COMP. 2 RED.,NOTA COMP. 3 RED.,NOTA COMP. 4 RED.,NOTA COMP. 5 RED.,NOTA FINAL REDAÇÃO
32037791.0,2.0,1.0,3205101,Viana,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32035098.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,515.2,498.7,478.2,454.8,Espanhol,Sem problemas,160.0,180.0,160.0,140.0,160.0,800.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Presente,Presente,Faltou,,589.9,568.9,,Inglês,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
32077610.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,603.9,552.3,582.0,718.0,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,469.8,478.9,566.6,396.1,Espanhol,Sem problemas,100.0,120.0,100.0,140.0,100.0,560.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Presente,Presente,Faltou,,550.8,542.4,,Inglês,Sem problemas,160.0,180.0,160.0,200.0,200.0,900.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,381.5,553.5,567.2,488.8,Inglês,Sem problemas,160.0,200.0,160.0,180.0,160.0,860.0
32039654.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,446.5,480.0,511.5,537.9,Espanhol,Sem problemas,140.0,180.0,180.0,180.0,200.0,880.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,581.4,639.1,644.8,760.8,Inglês,Sem problemas,120.0,160.0,80.0,100.0,100.0,560.0
32079982.0,4.0,1.0,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,556.0,511.1,537.8,443.5,Inglês,Sem problemas,120.0,160.0,120.0,120.0,100.0,620.0
32010800.0,1.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,585.6,570.4,543.8,654.7,Inglês,Sem problemas,140.0,160.0,100.0,140.0,0.0,540.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,622.1,431.8,572.1,442.3,Inglês,Sem problemas,160.0,200.0,180.0,160.0,180.0,880.0
32052316.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Presente,Presente,Faltou,,439.4,402.2,,Inglês,Sem problemas,140.0,120.0,140.0,120.0,100.0,620.0
32079982.0,4.0,1.0,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,618.1,561.5,538.6,663.0,Inglês,Sem problemas,140.0,180.0,160.0,160.0,140.0,780.0
32039565.0,2.0,1.0,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,537.5,507.5,,Espanhol,Sem problemas,140.0,160.0,120.0,160.0,100.0,680.0
,,,3205309,Vitória,32,ES,Faltou,Presente,Presente,Faltou,,573.5,497.9,,Espanhol,Sem problemas,100.0,120.0,80.0,120.0,80.0,500.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,429.7,559.2,545.9,517.5,Inglês,Sem problemas,140.0,160.0,140.0,160.0,140.0,740.0
,,,3204609,Santa Teresa,32,ES,Presente,Presente,Presente,Presente,391.8,369.9,461.2,387.1,Inglês,Sem problemas,120.0,120.0,80.0,100.0,60.0,480.0
32036523.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,403.3,487.6,516.2,416.5,Espanhol,Sem problemas,120.0,180.0,180.0,160.0,180.0,820.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,463.2,520.6,521.4,412.0,Inglês,Sem problemas,120.0,120.0,120.0,140.0,140.0,640.0
32022360.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,515.9,545.8,557.0,464.4,Espanhol,Sem problemas,120.0,200.0,120.0,140.0,80.0,660.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32017995.0,2.0,1.0,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32010699.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,409.4,391.9,395.7,390.4,Inglês,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
32035039.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,441.4,376.9,358.5,458.9,Espanhol,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
32001916.0,2.0,1.0,3200904,Barra de São Francisco,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,581.9,583.9,576.3,554.9,Inglês,Sem problemas,140.0,140.0,120.0,140.0,140.0,680.0
32040784.0,2.0,1.0,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,603.9,601.5,583.0,654.9,Inglês,Sem problemas,180.0,200.0,160.0,200.0,180.0,920.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,356.5,455.0,456.7,451.1,Espanhol,Cópia Texto Motivador,0.0,0.0,0.0,0.0,0.0,0.0
,,,3200102,Afonso Cláudio,32,ES,Faltou,Presente,Presente,Faltou,,365.3,461.3,,Espanhol,Sem problemas,140.0,120.0,120.0,120.0,80.0,580.0
,,,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,503.1,358.5,486.9,483.5,Espanhol,Sem problemas,80.0,120.0,80.0,100.0,120.0,500.0
32034040.0,2.0,1.0,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,566.3,519.4,509.7,612.7,Inglês,Sem problemas,120.0,160.0,140.0,160.0,140.0,720.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,423.7,467.6,445.7,413.5,Espanhol,Sem problemas,160.0,200.0,180.0,160.0,120.0,820.0
32055510.0,2.0,1.0,3200201,Alegre,32,ES,Presente,Presente,Presente,Presente,443.2,537.7,511.1,487.9,Espanhol,Sem problemas,140.0,120.0,140.0,160.0,180.0,740.0
32055838.0,2.0,1.0,3203403,Mimoso do Sul,32,ES,Presente,Presente,Presente,Presente,616.0,633.1,620.1,589.7,Inglês,Sem problemas,160.0,180.0,180.0,160.0,160.0,840.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32078315.0,2.0,1.0,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,381.6,485.9,498.4,586.9,Espanhol,Sem problemas,160.0,200.0,120.0,160.0,120.0,760.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32079320.0,4.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,540.2,507.7,528.9,585.6,Inglês,Sem problemas,140.0,180.0,160.0,180.0,200.0,860.0
32065248.0,4.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,636.0,606.8,539.4,716.9,Inglês,Sem problemas,120.0,120.0,100.0,160.0,200.0,700.0
,,,3205002,Serra,32,ES,Faltou,Presente,Presente,Faltou,,460.0,503.1,,Espanhol,Sem problemas,120.0,140.0,120.0,120.0,120.0,620.0
32048920.0,2.0,1.0,3203007,Iúna,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,403.0,445.2,502.9,418.7,Inglês,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204104,Pinheiros,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32052103.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,468.4,486.3,537.9,618.0,Inglês,Sem problemas,140.0,140.0,140.0,180.0,160.0,760.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32102070.0,1.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,539.8,569.6,555.4,633.5,Inglês,Sem problemas,160.0,180.0,160.0,180.0,160.0,840.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,509.4,573.1,585.3,570.2,Espanhol,Sem problemas,100.0,140.0,120.0,140.0,120.0,620.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32043830.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,424.8,496.8,581.2,574.9,Inglês,Sem problemas,120.0,120.0,120.0,120.0,20.0,500.0
32039603.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,403.2,424.5,379.9,392.8,Espanhol,Sem problemas,80.0,80.0,40.0,100.0,60.0,360.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,493.3,665.2,604.9,746.2,Inglês,Sem problemas,140.0,160.0,120.0,160.0,180.0,760.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32041209.0,1.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,634.6,777.6,667.5,732.2,Inglês,Sem problemas,160.0,200.0,180.0,180.0,200.0,920.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,367.2,483.9,557.9,541.0,Inglês,Sem problemas,100.0,160.0,120.0,100.0,120.0,600.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,565.1,460.9,513.4,428.9,Inglês,Sem problemas,100.0,160.0,100.0,120.0,40.0,520.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,552.7,449.1,412.2,653.7,Inglês,Sem problemas,140.0,160.0,140.0,160.0,160.0,760.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,479.9,492.4,532.8,580.4,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
,,,3204054,Pedro Canário,32,ES,Presente,Faltou,Faltou,Presente,511.9,,,629.5,Inglês,,,,,,,
32013728.0,2.0,1.0,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,468.3,510.8,520.3,380.5,Inglês,Sem problemas,120.0,120.0,120.0,140.0,80.0,580.0
31044466.0,2.0,1.0,3200169,Água Doce do Norte,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32015631.0,2.0,1.0,3204104,Pinheiros,32,ES,Presente,Presente,Presente,Presente,450.2,508.3,525.3,627.2,Inglês,Sem problemas,140.0,180.0,120.0,180.0,200.0,820.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,628.6,668.1,623.6,726.8,Inglês,Sem problemas,160.0,140.0,140.0,140.0,200.0,780.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32052103.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Presente,Presente,Faltou,,595.6,539.0,,Espanhol,Sem problemas,120.0,180.0,120.0,120.0,120.0,660.0
32037180.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,508.4,510.4,546.5,434.1,Espanhol,Sem problemas,120.0,120.0,80.0,120.0,120.0,560.0
32049536.0,2.0,1.0,3200201,Alegre,32,ES,Presente,Presente,Presente,Presente,472.8,291.8,398.0,425.4,Inglês,Sem problemas,100.0,140.0,100.0,100.0,0.0,440.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,557.0,548.5,575.8,687.5,Inglês,Sem problemas,140.0,200.0,160.0,180.0,160.0,840.0
32035039.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,364.9,548.9,546.6,410.0,Espanhol,Sem problemas,160.0,180.0,140.0,200.0,160.0,840.0
,,,3200102,Afonso Cláudio,32,ES,Faltou,Presente,Presente,Faltou,,589.3,566.1,,Inglês,Sem problemas,120.0,120.0,80.0,80.0,100.0,500.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32052316.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,485.1,454.1,480.7,386.9,Inglês,Sem problemas,120.0,120.0,120.0,120.0,100.0,580.0
,,,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,518.8,536.7,,Inglês,Sem problemas,100.0,80.0,60.0,100.0,40.0,380.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,433.4,542.2,516.2,547.4,Inglês,Sem problemas,120.0,120.0,100.0,140.0,140.0,620.0
32052103.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,582.3,568.6,585.3,616.4,Inglês,Sem problemas,120.0,200.0,160.0,140.0,160.0,780.0
32046901.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,513.3,493.8,513.2,585.2,Espanhol,Sem problemas,160.0,200.0,160.0,180.0,200.0,900.0
32018169.0,2.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,550.0,533.6,542.1,503.1,Inglês,Sem problemas,160.0,200.0,180.0,180.0,200.0,920.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,464.5,579.0,564.4,639.6,Inglês,Sem problemas,120.0,120.0,100.0,120.0,160.0,620.0
32046901.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,488.5,477.5,550.0,613.1,Inglês,Sem problemas,120.0,200.0,120.0,120.0,140.0,700.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,451.3,461.9,474.2,384.3,Espanhol,Sem problemas,100.0,180.0,120.0,120.0,100.0,620.0
32052103.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,444.6,485.7,480.6,539.5,Inglês,Sem problemas,80.0,120.0,80.0,80.0,40.0,400.0
,,,3205069,Venda Nova do Imigrante,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,541.8,497.6,551.9,475.2,Espanhol,Sem problemas,100.0,120.0,100.0,120.0,140.0,580.0
,,,3205101,Viana,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,578.5,625.8,589.9,599.9,Inglês,Sem problemas,120.0,120.0,120.0,120.0,100.0,580.0
32022360.0,2.0,1.0,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,481.4,606.8,558.6,468.7,Espanhol,Sem problemas,140.0,160.0,120.0,120.0,60.0,600.0
32021933.0,2.0,1.0,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32021780.0,4.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,485.8,542.1,579.4,665.9,Inglês,Sem problemas,180.0,180.0,160.0,200.0,180.0,900.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,562.4,579.2,577.2,662.4,Espanhol,Sem problemas,120.0,160.0,140.0,140.0,120.0,680.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,579.8,610.9,,Inglês,Sem problemas,160.0,180.0,140.0,120.0,160.0,760.0
,,,3200805,Baixo Guandu,32,ES,Presente,Presente,Presente,Presente,447.8,423.4,428.4,429.5,Espanhol,Sem problemas,80.0,100.0,80.0,100.0,0.0,360.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,475.4,417.4,508.8,427.0,Inglês,Sem problemas,120.0,120.0,80.0,80.0,40.0,440.0
,,,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,597.3,586.1,609.2,587.5,Espanhol,Sem problemas,120.0,140.0,140.0,120.0,120.0,640.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,618.2,549.8,502.2,628.1,Inglês,Sem problemas,100.0,160.0,120.0,120.0,80.0,580.0
32021550.0,2.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,475.1,448.3,541.8,505.8,Inglês,Sem problemas,120.0,120.0,120.0,100.0,100.0,560.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,416.8,440.7,487.4,485.5,Espanhol,Sem problemas,120.0,120.0,100.0,140.0,120.0,600.0
,,,3204609,Santa Teresa,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,562.9,625.3,582.6,554.4,Inglês,Sem problemas,160.0,200.0,160.0,140.0,160.0,820.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32035527.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,476.0,450.0,450.7,389.3,Espanhol,Sem problemas,120.0,140.0,120.0,120.0,60.0,560.0
32036582.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,422.8,492.5,565.1,519.8,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,40.0,560.0
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,449.1,505.9,506.2,427.0,Inglês,Sem problemas,120.0,120.0,100.0,120.0,40.0,500.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,490.8,545.0,572.5,569.6,Inglês,Sem problemas,120.0,160.0,80.0,120.0,0.0,480.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32034520.0,4.0,1.0,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,480.9,522.0,558.8,646.7,Inglês,Sem problemas,160.0,140.0,120.0,120.0,100.0,640.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,547.0,491.3,593.2,581.0,Espanhol,Sem problemas,180.0,200.0,160.0,160.0,140.0,840.0
32036531.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,389.3,550.4,479.8,452.5,Inglês,Sem problemas,120.0,140.0,100.0,140.0,160.0,660.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32037368.0,2.0,1.0,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,607.9,616.5,635.1,702.8,Inglês,Sem problemas,160.0,200.0,180.0,160.0,200.0,900.0
32022212.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,360.1,525.1,532.6,518.8,Espanhol,Sem problemas,120.0,120.0,100.0,100.0,80.0,520.0
32036582.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,491.6,378.1,438.6,551.1,Inglês,Sem problemas,100.0,140.0,60.0,100.0,140.0,540.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32036531.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,474.6,626.4,548.4,479.5,Inglês,Sem problemas,120.0,140.0,120.0,160.0,200.0,740.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,477.0,607.9,567.3,502.3,Inglês,Sem problemas,160.0,160.0,160.0,180.0,180.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,538.1,434.1,489.4,533.2,Inglês,Sem problemas,140.0,160.0,140.0,120.0,160.0,720.0
32010699.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,496.0,529.3,543.0,495.7,Inglês,Sem problemas,140.0,160.0,140.0,120.0,60.0,620.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,426.0,431.5,525.3,445.3,Inglês,Sem problemas,160.0,160.0,120.0,160.0,120.0,720.0
32039867.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,473.3,514.3,475.4,474.7,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,120.0,640.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,661.7,691.0,579.4,785.0,Inglês,Sem problemas,160.0,200.0,160.0,180.0,180.0,880.0
32054092.0,2.0,1.0,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,574.2,569.2,556.3,521.3,Inglês,Sem problemas,120.0,120.0,120.0,120.0,80.0,560.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32013272.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,510.9,601.8,509.9,388.4,Espanhol,Sem problemas,120.0,160.0,140.0,140.0,140.0,700.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,560.4,628.0,587.9,589.3,Inglês,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,416.9,335.6,391.7,425.0,Espanhol,Sem problemas,120.0,120.0,140.0,120.0,120.0,620.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,427.8,529.7,498.8,425.0,Espanhol,Sem problemas,80.0,100.0,80.0,80.0,40.0,380.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,488.7,533.5,500.5,473.6,Inglês,Sem problemas,160.0,160.0,120.0,140.0,200.0,780.0
32078170.0,2.0,1.0,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,474.1,407.0,469.2,405.7,Inglês,Sem problemas,120.0,120.0,80.0,120.0,80.0,520.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32023014.0,2.0,1.0,3205010,Sooretama,32,ES,Presente,Presente,Presente,Presente,437.3,515.3,502.6,399.0,Espanhol,Sem problemas,120.0,120.0,100.0,120.0,100.0,560.0
32039654.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,591.3,656.3,603.5,698.4,Inglês,Sem problemas,140.0,200.0,200.0,200.0,120.0,860.0
32077610.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,461.9,488.6,556.4,484.9,Inglês,Sem problemas,120.0,180.0,120.0,120.0,140.0,680.0
32059906.0,2.0,1.0,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,461.7,482.6,546.8,522.2,Inglês,Sem problemas,140.0,120.0,120.0,140.0,140.0,660.0
32016700.0,2.0,1.0,3203056,Jaguaré,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32037180.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,514.1,376.7,566.3,537.2,Inglês,Sem problemas,120.0,180.0,120.0,120.0,160.0,700.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,580.3,683.8,609.3,676.6,Inglês,Sem problemas,120.0,120.0,80.0,120.0,80.0,520.0
,,,3200409,Anchieta,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32021194.0,2.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,451.7,491.9,455.3,378.6,Inglês,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
32082754.0,4.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,536.3,492.8,507.7,380.4,Espanhol,Sem problemas,140.0,200.0,160.0,140.0,120.0,760.0
32052529.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,560.3,501.5,545.0,420.7,Inglês,Sem problemas,80.0,120.0,120.0,120.0,100.0,540.0
,,,3205002,Serra,32,ES,Faltou,Presente,Presente,Faltou,,553.5,364.9,,Espanhol,Sem problemas,100.0,120.0,100.0,80.0,0.0,400.0
32025149.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,474.5,390.5,485.7,377.6,Inglês,Sem problemas,140.0,120.0,60.0,120.0,120.0,560.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,673.6,642.2,582.3,701.0,Inglês,Sem problemas,140.0,200.0,140.0,180.0,180.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,479.1,564.2,563.8,548.1,Inglês,Sem problemas,160.0,200.0,180.0,200.0,160.0,900.0
29327792.0,2.0,1.0,3203205,Linhares,32,ES,Faltou,Presente,Presente,Faltou,,451.8,426.8,,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,427.6,446.6,497.0,376.7,Inglês,Sem problemas,120.0,160.0,100.0,120.0,140.0,640.0
32051328.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,445.7,532.7,550.8,423.5,Espanhol,Sem problemas,140.0,180.0,120.0,180.0,120.0,740.0
32046634.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,592.6,606.7,615.3,678.7,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
32062648.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,448.8,577.0,576.2,711.1,Inglês,Sem problemas,120.0,140.0,120.0,140.0,160.0,680.0
